;Rank;Rider;Team;Times;Gap;B;P;Stages;Ranking type;Points;Checkpoint;Year;Distance (km);Number of stages;ResultType;TotalSeconds;GapSeconds
460110;1;PELLO BILBAO LOPEZ DE ARMENTIA;BAHRAIN VICTORIOUS;03h 52' 34'';-;10';;10;Individual (Stage);;;2023;3404;21;time;13954;0
460111;10;JULIAN ALAPHILIPPE;SOUDAL QUICK-STEP;03h 53' 06'';+ 00h 00' 32'';;;10;Individual (Stage);;;2023;3404;21;time;13986;32
460112;100;ALEXANDER KRISTOFF;UNO-X PRO CYCLING TEAM;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460113;101;MICHAEL GOGL;ALPECIN-DECEUNINCK;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460114;102;JONAS RICKAERT;ALPECIN-DECEUNINCK;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460115;103;JASPER PHILIPSEN;ALPECIN-DECEUNINCK;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460116;104;DANNY VAN POPPEL;BORA - HANSGROHE;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460117;105;LUKE DURBRIDGE;TEAM JAYCO ALULA;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460118;106;PATRICK KONRAD;BORA - HANSGROHE;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460119;107;FRED WRIGHT;BAHRAIN VICTORIOUS;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460120;108;RIGOBERTO URAN;EF EDUCATION - EASYPOST;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460121;109;HAROLD TEJADA CANACUE;ASTANA QAZAQSTAN TEAM;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460122;11;JASPER STUYVEN;LIDL - TREK;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460123;110;MATHIEU VAN DER POEL;ALPECIN-DECEUNINCK;04h 05' 42'';+ 00h 13' 08'';;;10;Individual (Stage);;;2023;3404;21;time;14742;788
460124;111;BRYAN COQUARD;COFIDIS;04h 05' 42'';+ 00h 13' 08'';;;10;Individual (Stage);;;2023;3404;21;time;14742;788
460125;112;ALBERTO BETTIOL;EF EDUCATION - EASYPOST;04h 05' 42'';+ 00h 13' 08'';;;10;Individual (Stage);;;2023;3404;21;time;14742;788
460126;113;ANTHON CHARMIG;UNO-X PRO CYCLING TEAM;04h 11' 38'';+ 00h 19' 04'';;;10;Individual (Stage);;;2023;3404;21;time;15098;1144
460127;114;SILVAN DILLIER;ALPECIN-DECEUNINCK;04h 12' 16'';+ 00h 19' 42'';;;10;Individual (Stage);;;2023;3404;21;time;15136;1182
460128;115;HUGO HOULE;ISRAEL - PREMIER TECH;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460129;116;MATTHEW DINHAM;TEAM DSM - FIRMENICH;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460130;117;YEVGENIY FEDOROV;ASTANA QAZAQSTAN TEAM;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460131;118;BEN TURNER;INEOS GRENADIERS;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460132;119;DYLAN TEUNS;ISRAEL - PREMIER TECH;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460133;12;TOBIAS HALLAND JOHANNESSEN;UNO-X PRO CYCLING TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460134;120;MATEJ MOHORIC;BAHRAIN VICTORIOUS;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460135;121;VICTOR LAFAY;COFIDIS;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460136;122;MIKKEL BJERG;UAE TEAM EMIRATES;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460137;123;JUAN PEDRO LOPEZ PEREZ;LIDL - TREK;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460138;124;SIMON GUGLIELMI;TEAM ARKEA - SAMSIC;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460139;125;NEILSON POWLESS;EF EDUCATION - EASYPOST;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460140;126;MATTEO TRENTIN;UAE TEAM EMIRATES;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460141;127;CLÉMENT CHAMPOUSSIN;TEAM ARKEA - SAMSIC;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460142;128;ANDREY AMADOR;EF EDUCATION - EASYPOST;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460143;129;MARC SOLER;UAE TEAM EMIRATES;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460144;13;ALEX ARANBURU DEVA;MOVISTAR TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460145;130;PETER SAGAN;TOTALENERGIES;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460146;131;PIERRE LATOUR;TOTALENERGIES;04h 12' 52'';+ 00h 20' 18'';;;10;Individual (Stage);;;2023;3404;21;time;15172;1218
460147;132;ALEXEY LUTSENKO;ASTANA QAZAQSTAN TEAM;04h 13' 01'';+ 00h 20' 27'';;;10;Individual (Stage);;;2023;3404;21;time;15181;1227
460148;133;LUCA MOZZATO;TEAM ARKEA - SAMSIC;04h 13' 12'';+ 00h 20' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15192;1238
460149;134;JOHN DEGENKOLB;TEAM DSM - FIRMENICH;04h 16' 07'';+ 00h 23' 33'';;;10;Individual (Stage);;;2023;3404;21;time;15367;1413
460150;135;RÉMI CAVAGNA;SOUDAL QUICK-STEP;04h 16' 07'';+ 00h 23' 33'';;;10;Individual (Stage);;;2023;3404;21;time;15367;1413
460151;136;OLIVIER LE GAC;GROUPAMA - FDJ;04h 16' 07'';+ 00h 23' 33'';;;10;Individual (Stage);;;2023;3404;21;time;15367;1413
460152;137;LAURENT PICHON;TEAM ARKEA - SAMSIC;04h 16' 07'';+ 00h 23' 33'';;;10;Individual (Stage);;;2023;3404;21;time;15367;1413
460153;138;MADS PEDERSEN;LIDL - TREK;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460154;139;ALEX KIRSCH;LIDL - TREK;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460155;14;MAXIM VAN GILS;LOTTO DSTNY;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460156;140;JENTHE BIERMANS;TEAM ARKEA - SAMSIC;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460157;141;CEES BOL;ASTANA QAZAQSTAN TEAM;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460158;142;BINIAM GIRMAY;INTERMARCHÉ - CIRCUS - WANTY;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460159;143;QUINTEN HERMANS;ALPECIN-DECEUNINCK;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460160;144;KÉVIN GENIETS;GROUPAMA - FDJ;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460161;145;RUI COSTA;INTERMARCHÉ - CIRCUS - WANTY;04h 16' 12'';+ 00h 23' 38'';;;10;Individual (Stage);;;2023;3404;21;time;15372;1418
460162;146;SØREN WÆRENSKJOLD;UNO-X PRO CYCLING TEAM;04h 17' 37'';+ 00h 25' 03'';;;10;Individual (Stage);;;2023;3404;21;time;15457;1503
460163;147;SAM WELSFORD;TEAM DSM - FIRMENICH;04h 17' 37'';+ 00h 25' 03'';;;10;Individual (Stage);;;2023;3404;21;time;15457;1503
460164;148;RAMON SINKELDAM;ALPECIN-DECEUNINCK;04h 17' 37'';+ 00h 25' 03'';;;10;Individual (Stage);;;2023;3404;21;time;15457;1503
460165;149;GUILLAUME BOIVIN;ISRAEL - PREMIER TECH;04h 17' 37'';+ 00h 25' 03'';;;10;Individual (Stage);;;2023;3404;21;time;15457;1503
460166;15;PASCAL EENKHOORN;LOTTO DSTNY;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460167;150;NILS EEKHOFF;TEAM DSM - FIRMENICH;04h 17' 43'';+ 00h 25' 09'';;;10;Individual (Stage);;;2023;3404;21;time;15463;1509
460168;151;G LAWSON CRADDOCK;TEAM JAYCO ALULA;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460169;152;JUUL CHRISTOPHER JENSEN;TEAM JAYCO ALULA;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460170;153;ELMAR REINDERS;TEAM JAYCO ALULA;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460171;154;DYLAN GROENEWEGEN;TEAM JAYCO ALULA;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460172;155;ALEXANDER EDMONDSON;TEAM DSM - FIRMENICH;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460173;156;ADRIEN PETIT;INTERMARCHÉ - CIRCUS - WANTY;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460174;157;NIKIAS ARNDT;BAHRAIN VICTORIOUS;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460175;158;AXEL ZINGLE;COFIDIS;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460176;159;PHIL BAUHAUS;BAHRAIN VICTORIOUS;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460177;16;MAGNUS CORT NIELSEN;EF EDUCATION - EASYPOST;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460178;160;CORBIN STRONG;ISRAEL - PREMIER TECH;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460179;161;ALEXIS RENARD;COFIDIS;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460180;162;SOREN KRAGH ANDERSEN;ALPECIN-DECEUNINCK;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460181;163;JORDI MEEUS;BORA - HANSGROHE;04h 18' 06'';+ 00h 25' 32'';;;10;Individual (Stage);;;2023;3404;21;time;15486;1532
460182;164;MICHAEL MØRKØV;SOUDAL QUICK-STEP;04h 26' 43'';+ 00h 34' 09'';;;10;Individual (Stage);;;2023;3404;21;time;16003;2049
460183;165;FABIO JAKOBSEN;SOUDAL QUICK-STEP;04h 26' 43'';+ 00h 34' 09'';;;10;Individual (Stage);;;2023;3404;21;time;16003;2049
460184;166;CALEB EWAN;LOTTO DSTNY;04h 26' 43'';+ 00h 34' 09'';;;10;Individual (Stage);;;2023;3404;21;time;16003;2049
460185;167;FLORIAN VERMEERSCH;LOTTO DSTNY;04h 26' 43'';+ 00h 34' 09'';;;10;Individual (Stage);;;2023;3404;21;time;16003;2049
460186;168;FREDERIK FRISON;LOTTO DSTNY;04h 26' 43'';+ 00h 34' 09'';;;10;Individual (Stage);;;2023;3404;21;time;16003;2049
460187;169;DRIES DEVENYNS;SOUDAL QUICK-STEP;04h 26' 43'';+ 00h 34' 09'';;;10;Individual (Stage);;;2023;3404;21;time;16003;2049
460188;17;JONAS ABRAHAMSEN;UNO-X PRO CYCLING TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460189;18;CLÉMENT BERTHET;AG2R CITROEN TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460190;19;STEFAN KÜNG;GROUPAMA - FDJ;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460191;2;GEORG ZIMMERMANN;INTERMARCHÉ - CIRCUS - WANTY;03h 52' 34'';-;06';;10;Individual (Stage);;;2023;3404;21;time;13954;0
460192;20;MATHIEU BURGAUDEAU;TOTALENERGIES;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460193;21;JONAS VINGEGAARD HANSEN;JUMBO-VISMA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460194;22;JAI HINDLEY;BORA - HANSGROHE;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460195;23;ANTHONY PEREZ;COFIDIS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460196;24;DAVID DE LA CRUZ MELGAREJO;ASTANA QAZAQSTAN TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460197;25;ROMAIN BARDET;TEAM DSM - FIRMENICH;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460198;26;VALENTIN MADOUAS;GROUPAMA - FDJ;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460199;27;TADEJ POGAČAR;UAE TEAM EMIRATES;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460200;28;BOB JUNGELS;BORA - HANSGROHE;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460201;29;ION IZAGIRRE INSAUSTI;COFIDIS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460202;3;BEN O'CONNOR;AG2R CITROEN TEAM;03h 52' 34'';-;04';;10;Individual (Stage);;;2023;3404;21;time;13954;0
460203;30;SEPP KUSS;JUMBO-VISMA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460204;31;DAVID GAUDU;GROUPAMA - FDJ;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460205;32;CARLOS RODRIGUEZ;INEOS GRENADIERS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460206;33;TOM PIDCOCK;INEOS GRENADIERS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460207;34;WOUT VAN AERT;JUMBO-VISMA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460208;35;RAFAL MAJKA;UAE TEAM EMIRATES;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460209;36;ADAM YATES;UAE TEAM EMIRATES;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460210;37;EMANUEL BUCHMANN;BORA - HANSGROHE;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460211;38;GUILLAUME MARTIN GUYONNET;COFIDIS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460212;39;GIULIO CICCONE;LIDL - TREK;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460213;4;KRISTS NEILANDS;ISRAEL - PREMIER TECH;03h 52' 34'';-;;;10;Individual (Stage);;;2023;3404;21;time;13954;0
460214;40;AURÉLIEN PARET PEINTRE;AG2R CITROEN TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460215;41;MIKEL LANDA MEANA;BAHRAIN VICTORIOUS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460216;42;LOUIS MEINTJES;INTERMARCHÉ - CIRCUS - WANTY;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460217;43;WILCO KELDERMAN;JUMBO-VISMA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460218;44;SIMON YATES;TEAM JAYCO ALULA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460219;45;FELIX GROSSSCHARTNER;UAE TEAM EMIRATES;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460220;46;TIESJ BENOOT;JUMBO-VISMA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460221;47;CHRISTOPHER HAMILTON;TEAM DSM - FIRMENICH;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460222;48;THIBAUT PINOT;GROUPAMA - FDJ;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460223;49;RUBEN ALMEIDA GUERREIRO;MOVISTAR TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460224;5;JHOAN ESTEBAN CHAVES RUBIO;EF EDUCATION - EASYPOST;03h 52' 34'';-;;;10;Individual (Stage);;;2023;3404;21;time;13954;0
460225;50;JONATHAN CASTROVIEJO NICOLAS;INEOS GRENADIERS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460226;51;WOUT POELS;BAHRAIN VICTORIOUS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460227;52;NICHOLAS SCHULTZ;ISRAEL - PREMIER TECH;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460228;53;JACK HAIG;BAHRAIN VICTORIOUS;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460229;54;FELIX GALL;AG2R CITROEN TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460230;55;GORKA IZAGIRRE INSAUSTI;MOVISTAR TEAM;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460231;56;DYLAN VAN BAARLE;JUMBO-VISMA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460232;57;CHRIS HARPER;TEAM JAYCO ALULA;03h 55' 27'';+ 00h 02' 53'';;;10;Individual (Stage);;;2023;3404;21;time;14127;173
460233;58;JAMES SHAW;EF EDUCATION - EASYPOST;03h 55' 51'';+ 00h 03' 17'';;;10;Individual (Stage);;;2023;3404;21;time;14151;197
460234;59;EGAN BERNAL GOMEZ;INEOS GRENADIERS;03h 55' 51'';+ 00h 03' 17'';;;10;Individual (Stage);;;2023;3404;21;time;14151;197
460235;6;ANTONIO PEDRERO;MOVISTAR TEAM;03h 52' 37'';+ 00h 00' 03'';;;10;Individual (Stage);;;2023;3404;21;time;13957;3
460236;60;KEVIN VERMAERKE;TEAM DSM - FIRMENICH;03h 59' 07'';+ 00h 06' 33'';;;10;Individual (Stage);;;2023;3404;21;time;14347;393
460237;61;NILS POLITT;BORA - HANSGROHE;03h 59' 07'';+ 00h 06' 33'';;;10;Individual (Stage);;;2023;3404;21;time;14347;393
460238;62;LARS VAN DEN BERG;GROUPAMA - FDJ;04h 00' 37'';+ 00h 08' 03'';;;10;Individual (Stage);;;2023;3404;21;time;14437;483
460239;63;BENOIT COSNEFROY;AG2R CITROEN TEAM;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460240;64;MIKE TEUNISSEN;INTERMARCHÉ - CIRCUS - WANTY;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460241;65;ANTHONY DELAPLACE;TEAM ARKEA - SAMSIC;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460242;66;VEGARD STAKE LAENGEN;UAE TEAM EMIRATES;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460243;67;MATIS LOUVEL;TEAM ARKEA - SAMSIC;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460244;68;LUKA MEZGEC;TEAM JAYCO ALULA;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460245;69;VICTOR CAMPENAERTS;LOTTO DSTNY;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460246;7;MATTIAS SKJELMOSE;LIDL - TREK;03h 53' 01'';+ 00h 00' 27'';;;10;Individual (Stage);;;2023;3404;21;time;13981;27
460247;70;SIMON CLARKE;ISRAEL - PREMIER TECH;04h 00' 39'';+ 00h 08' 05'';;;10;Individual (Stage);;;2023;3404;21;time;14439;485
460248;71;KASPER ASGREEN;SOUDAL QUICK-STEP;04h 01' 57'';+ 00h 09' 23'';;;10;Individual (Stage);;;2023;3404;21;time;14517;563
460249;72;NELSON OLIVEIRA;MOVISTAR TEAM;04h 01' 57'';+ 00h 09' 23'';;;10;Individual (Stage);;;2023;3404;21;time;14517;563
460250;73;SIMON GESCHKE;COFIDIS;04h 01' 57'';+ 00h 09' 23'';;;10;Individual (Stage);;;2023;3404;21;time;14517;563
460251;74;NANS PETERS;AG2R CITROEN TEAM;04h 01' 57'';+ 00h 09' 23'';;;10;Individual (Stage);;;2023;3404;21;time;14517;563
460252;75;GREGAARD JONAS WILSLY;UNO-X PRO CYCLING TEAM;04h 01' 57'';+ 00h 09' 23'';;;10;Individual (Stage);;;2023;3404;21;time;14517;563
460253;76;QUENTIN PACHER;GROUPAMA - FDJ;04h 01' 57'';+ 00h 09' 23'';;;10;Individual (Stage);;;2023;3404;21;time;14517;563
460254;77;TIM DECLERCQ;SOUDAL QUICK-STEP;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460255;78;TONY GALLOPIN;LIDL - TREK;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460256;79;EDVALD BOASSON-HAGEN;TOTALENERGIES;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460257;8;MICHAL KWIATKOWSKI;INEOS GRENADIERS;03h 53' 01'';+ 00h 00' 27'';;;10;Individual (Stage);;;2023;3404;21;time;13981;27
460258;80;DANIEL FELIPE MARTINEZ POVEDA;INEOS GRENADIERS;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460259;81;OMAR FRAILE MATARRANZ;INEOS GRENADIERS;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460260;82;DION SMITH;INTERMARCHÉ - CIRCUS - WANTY;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460261;83;STAN DEWULF;AG2R CITROEN TEAM;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460262;84;DANIEL OSS;TOTALENERGIES;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460263;85;GIANNI MOSCON;ASTANA QAZAQSTAN TEAM;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460264;86;VALENTIN FERRON;TOTALENERGIES;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460265;87;CHRISTOPHE LAPORTE;JUMBO-VISMA;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460266;88;ANTHONY TURGIS;TOTALENERGIES;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460267;89;JASPER DE BUYST;LOTTO DSTNY;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460268;9;WARREN BARGUIL;TEAM ARKEA - SAMSIC;03h 53' 04'';+ 00h 00' 30'';;;10;Individual (Stage);;;2023;3404;21;time;13984;30
460269;90;OLIVER NAESEN;AG2R CITROEN TEAM;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460270;91;YVES LAMPAERT;SOUDAL QUICK-STEP;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460271;92;MARCO HALLER;BORA - HANSGROHE;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460272;93;TORSTEIN TRÆEN;UNO-X PRO CYCLING TEAM;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460273;94;RASMUS TILLER;UNO-X PRO CYCLING TEAM;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460274;95;NATHAN VAN HOOYDONCK;JUMBO-VISMA;04h 03' 30'';+ 00h 10' 56'';;;10;Individual (Stage);;;2023;3404;21;time;14610;656
460275;96;LILIAN CALMEJANE;INTERMARCHÉ - CIRCUS - WANTY;04h 05' 29'';+ 00h 12' 55'';;;10;Individual (Stage);;;2023;3404;21;time;14729;775
460276;97;GREGOR MÜHLBERGER;MOVISTAR TEAM;04h 05' 29'';+ 00h 12' 55'';;;10;Individual (Stage);;;2023;3404;21;time;14729;775
460277;98;MATTEO JORGENSON;MOVISTAR TEAM;04h 05' 29'';+ 00h 12' 55'';;;10;Individual (Stage);;;2023;3404;21;time;14729;775
460278;99;MICHAEL WOODS;ISRAEL - PREMIER TECH;04h 05' 36'';+ 00h 13' 02'';;;10;Individual (Stage);;;2023;3404;21;time;14736;782
460279;1;KASPER ASGREEN;SOUDAL QUICK-STEP;;;;;10;Points (Stage);20 PTS;;2023;3404;21;time;0;0
